,event.start,event.end,@timestamp,agent.ephemeral_id,destination.bytes,destination.ip,destination.mac,destination.packets,destination.port,event.duration,event.type,flow.final,flow.id,host.ip,host.mac,network.bytes,network.community_id,network.packets,network.transport,network.type,source.bytes,source.ip,source.mac,source.packets,source.port,Binary
10,15:20.2,31:50.5,32:00.0,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,9.90E+11,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,2924,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,34,udp,ipv4,2924,192.168.91.1,00:50:56:c0:00:08,34,57621,0
11,15:20.2,33:50.8,34:10.0,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,1.11E+12,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,3268,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,38,udp,ipv4,3268,192.168.91.1,00:50:56:c0:00:08,38,57621,0
12,15:20.2,31:20.5,31:50.0,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,9.60E+11,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,2838,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,33,udp,ipv4,2838,192.168.91.1,00:50:56:c0:00:08,33,57621,0
13,15:20.2,31:20.5,31:40.0,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,9.60E+11,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,2838,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,33,udp,ipv4,2838,192.168.91.1,00:50:56:c0:00:08,33,57621,0
14,15:20.2,20:20.7,20:30.0,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,3.00E+11,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,946,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,11,udp,ipv4,946,192.168.91.1,00:50:56:c0:00:08,11,57621,0
15,15:20.2,32:20.6,32:40.0,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,1.02E+12,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,3010,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,35,udp,ipv4,3010,192.168.91.1,00:50:56:c0:00:08,35,57621,0
16,15:20.2,20:20.7,20:40.0,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,3.00E+11,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,946,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,11,udp,ipv4,946,192.168.91.1,00:50:56:c0:00:08,11,57621,0
17,15:20.2,30:20.7,30:50.0,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,9.01E+11,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,2666,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,31,udp,ipv4,2666,192.168.91.1,00:50:56:c0:00:08,31,57621,0
18,15:20.2,33:50.8,34:00.0,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,1.11E+12,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,3268,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,38,udp,ipv4,3268,192.168.91.1,00:50:56:c0:00:08,38,57621,0
19,15:20.2,30:50.5,31:00.0,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,9.30E+11,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,2752,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,32,udp,ipv4,2752,192.168.91.1,00:50:56:c0:00:08,32,57621,0
20,15:20.2,32:20.6,32:50.0,050c8449-d186-49bb-985b-a90e625c1c49,0,192.168.91.255,ff:ff:ff:ff:ff:ff,0,57621,1.02E+12,connection,FALSE,EQIA////DP////8U//8BAAEAUFbAAAj////////AqFsBwKhb/xXhFeE,fe80::ddcd:28b4:3ef:46f9 169.254.70.249 fe80::bde1:112:c08c:1c1 192.168.56.1 fe80::982e:adf:1a56:57e6 169.254.87.230 fe80::e5d9:c6e3:16c9:dd90 169.254.221.144 fe80::2957:8157:694c:255e 192.168.110.1 fe80::614b:c1e6:9f0e:2100 192.168.91.1 fe80::9d9f:26fd:535c:27ec 192.168.1.82 fe80::a0bd:392a:bc96:33d2 169.254.51.210 fe80::556d:ea74:7f44:80f 172.30.96.1 fe80::7c3d:85b9:d4b5:508b 172.17.192.1,00:15:5d:90:74:49 00:15:5d:ba:f0:76 00:50:56:c0:00:01 00:50:56:c0:00:08 0a:00:27:00:00:12 5c:80:b6:12:40:8a 5c:80:b6:12:40:8b 5c:80:b6:12:40:8e 5e:80:b6:12:40:8a 80:fa:5b:78:3b:f6,3010,1:gMOC26LzzUOKGrdeZrATcrpXEXQ=,35,udp,ipv4,3010,192.168.91.1,00:50:56:c0:00:08,35,57621,0
